"CID" "dproj" "vlos" "zlcus"
"646" 3 0.6008 -5.4045 0.0545
"647" 3 0.6512 -1024.7814 0.0545
"648" 3 0.72 -233.1003 0.0545
"649" 3 0.5441 -619.731 0.0545
"650" 3 0.4646 -162.0139 0.0545
"651" 3 0.5342 29.3994 0.0545
"652" 3 0.375 44.0494 0.0545
"653" 3 0.3576 25.7803 0.0545
"654" 3 0.4597 -924.9581 0.0545
"655" 3 0.3703 330.6748 0.0545
"656" 3 0.2876 -102.3479 0.0545
"657" 3 0.3402 -449.822 0.0545
"658" 3 0.4568 -1562.3583 0.0545
"659" 3 0.2289 -250.3999 0.0545
"660" 3 0.2075 978.6765 0.0545
"661" 3 0.0809 -671.2489 0.0545
"662" 3 0.1354 104.1134 0.0545
"663" 3 0.4393 -268.1345 0.0545
"664" 3 0.1226 -1040.0881 0.0545
"665" 3 0.0502 135.901 0.0545
"666" 3 0.3376 -661.0369 0.0545
"667" 3 0.5122 -207.4905 0.0545
"668" 3 0.2211 319.0981 0.0545
"669" 3 0.3044 -763.6066 0.0545
"670" 3 0.3507 -23.4661 0.0545
"671" 3 0.5345 362.6557 0.0545
"672" 3 0.4655 -837.9936 0.0545
"673" 3 0.5293 -288.3283 0.0545
"674" 3 0.5647 -178.9895 0.0545
"675" 3 0.6002 414.0514 0.0545
"676" 3 0.5459 305.3352 0.0545
"677" 3 0.5941 -917.5464 0.0545
"678" 3 0.6732 -291.45 0.0545
"679" 3 0.7249 606.2182 0.0545
"680" 3 0.8145 163.2535 0.0545
"681" 3 0.8171 -57.0504 0.0545
"682" 3 0.8814 -1396.802 0.0545
"683" 3 0.8906 -355.0251 0.0545
"684" 3 1.228 -584.1679 0.0545
"685" 3 1.6258 -800.3694 0.0545
"686" 3 3.2892 -653.9095 0.0545
"687" 3 4.1073 -727.8502 0.0545
"688" 3 5.4721 -144.2509 0.0545
"689" 3 5.8119 -173.8067 0.0545
"690" 3 5.2429 -396.9366 0.0545
"691" 3 4.6867 -351.9177 0.0545
"692" 3 4.221 -626.9095 0.0545
"693" 3 4.13 -683.7752 0.0545
"694" 3 3.6779 -556.9064 0.0545
"695" 3 3.7569 -119.3093 0.0545
"696" 3 3.6182 -425.213 0.0545
"697" 3 3.654 -100.1219 0.0545
"698" 3 3.2315 -530.8617 0.0545
"699" 3 3.6141 -265.2745 0.0545
"700" 3 2.6005 64.8801 0.0545
"701" 3 2.5372 -928.2645 0.0545
"702" 3 1.8516 -269.7067 0.0545
"703" 3 2.1386 -165.4199 0.0545
"704" 3 1.8006 -1264.9352 0.0545
"705" 3 1.816 -327.9825 0.0545
"706" 3 1.6697 -388.5952 0.0545
"707" 3 1.734 -1042.7691 0.0545
"708" 3 2.1289 -392.4588 0.0545
"709" 3 1.5591 -1379.5109 0.0545
"710" 3 1.6056 245.5611 0.0545
"711" 3 2.0124 -268.1885 0.0545
"712" 3 2.2914 -1311.9385 0.0545
"713" 3 2.3048 -950.6048 0.0545
"714" 3 2.5953 -1272.8103 0.0545
"715" 3 3.1981 -947.9096 0.0545
"716" 3 3.5494 -450.5584 0.0545
"717" 3 3.5024 -1031.9998 0.0545
"718" 3 3.9093 -866.6994 0.0545
"719" 3 4.3164 -617.539 0.0545
"720" 3 5.8208 -148.1828 0.0545
"721" 3 5.5987 -648.6414 0.0545
"722" 3 4.3821 189.8924 0.0545
"723" 3 4.0926 31.0967 0.0545
"724" 3 4.105 -343.5934 0.0545
"725" 3 4.0745 -737.252 0.0545
"726" 3 4.0406 -236.2532 0.0545
"727" 3 3.787 -360.2363 0.0545
"728" 3 3.4862 -98.9591 0.0545
"729" 3 3.34 -26.5735 0.0545
"730" 3 3.7834 -552.0704 0.0545
"731" 3 3.5925 -616.5411 0.0545
"732" 3 3.6471 -387.1908 0.0545
"733" 3 3.5415 -819.2497 0.0545
"734" 3 3.2593 -965.4225 0.0545
"735" 3 4.0613 -323.192 0.0545
"736" 3 3.4418 -504.6237 0.0545
"737" 3 4 -318.3362 0.0545
"738" 3 4.4502 -752.2147 0.0545
"739" 3 5.1557 -405.7072 0.0545
"740" 3 5.6733 -303.7033 0.0545
"741" 3 4.4523 97.9981 0.0545
"742" 3 2.4615 -1.7399 0.0545
"743" 3 2.4336 259.3497 0.0545
"744" 3 2.3491 170.0511 0.0545
"745" 3 2.2461 217.4297 0.0545
"746" 3 2.2331 -143.3013 0.0545
"747" 3 0.6694 1210.8727 0.0545
"748" 3 0.5604 148.2624 0.0545
"749" 3 1.1322 -743.4582 0.0545
"750" 3 0.4459 -105.1255 0.0545
"751" 3 0.5159 -796.4659 0.0545
"752" 3 0.5581 -839.9524 0.0545
"753" 3 1.065 574.8713 0.0545
"754" 3 0.6526 470.8204 0.0545
"755" 3 1.042 -591.554 0.0545
"756" 3 0.6288 584.0656 0.0545
"757" 3 0.6298 -587.5852 0.0545
"758" 3 1.1905 -379.4408 0.0545
"759" 3 0.6724 -74.333 0.0545
"760" 3 0.7802 -55.1371 0.0545
"761" 3 0.691 -186.1908 0.0545
"762" 3 0.9587 -708.4382 0.0545
"763" 3 1.0509 -205.8985 0.0545
"764" 3 0.9327 -1260.0026 0.0545
"765" 3 1.2625 -1083.6031 0.0545
"766" 3 1.6383 -568.9721 0.0545
"767" 3 1.4626 113.4356 0.0545
"768" 3 2.3827 -516.968 0.0545
"769" 3 4.9376 -78.3417 0.0545
"770" 3 4.9017 -230.4989 0.0545
"771" 3 4.6263 -199.4392 0.0545
"772" 3 2.5932 -1001.9579 0.0545
"773" 3 2.3882 -304.3828 0.0545
"774" 3 2.4196 -718.3432 0.0545
"775" 3 2.0443 -1180.319 0.0545
"776" 3 2.0497 -1310.9292 0.0545
"777" 3 1.8188 -519.0775 0.0545
"778" 3 1.4466 -343.9033 0.0545
"779" 3 2.002 -895.4478 0.0545
"780" 3 1.2038 5.9106 0.0545
"781" 3 1.2048 -244.404 0.0545
"782" 3 0.9944 31.4976 0.0545
"783" 3 1.528 37.1011 0.0545
"784" 3 1.2042 299.5553 0.0545
"785" 3 1.3613 211.8176 0.0545
"786" 3 1.2792 -1178.7923 0.0545
"787" 3 1.6257 -1270.0526 0.0545
"788" 3 0.7326 -360.8333 0.0545
"789" 3 0.7484 -224.6025 0.0545
"790" 3 0.7244 -470.8033 0.0545
"791" 3 0.8447 -215.4538 0.0545
"792" 3 0.891 7.2241 0.0545
"793" 3 0.8337 -201.3895 0.0545
"794" 3 0.9716 89.998 0.0545
"795" 3 1.1759 -1564.5531 0.0545
"796" 3 0.688 -909.1624 0.0545
"797" 3 1.2935 -931.261 0.0545
"798" 3 0.705 183.2199 0.0545
"799" 3 0.9728 -1442.7192 0.0545
"800" 3 1.0908 -969.1184 0.0545
"801" 3 1.1938 -1347.9934 0.0545
"802" 3 0.85 -850.9748 0.0545
"803" 3 0.8192 -703.6421 0.0545
"804" 3 1.3636 416.0557 0.0545
"805" 3 0.8984 -1144.5115 0.0545
"806" 3 1.319 -581.3818 0.0545
"807" 3 0.7299 -1232.2094 0.0545
"808" 3 1.2535 -1169.4304 0.0545
"809" 3 1.3219 -846.1644 0.0545
"810" 3 0.87 -106.7631 0.0545
"811" 3 1.3556 -838.3945 0.0545
"812" 3 1.4938 -1169.8483 0.0545
"813" 3 1.2129 -1036.7419 0.0545
"814" 3 1.3172 -1230.9045 0.0545
"815" 3 1.0627 -1298.0192 0.0545
"816" 3 1.5914 -1042.0356 0.0545
"817" 3 1.3604 -1044.2304 0.0545
"818" 3 1.5301 429.9182 0.0545
"819" 3 1.3552 -932.3812 0.0545
"820" 3 1.4627 74.1568 0.0545
"821" 3 1.9512 -639.7002 0.0545
"822" 3 2.1729 -306.8562 0.0545
"823" 3 2.2486 -378.3206 0.0545
"824" 3 2.4505 -976.7746 0.0545
"825" 3 2.8719 -950.1357 0.0545
"826" 3 4.5149 -771.7319 0.0545
"827" 3 5.458 -119.784 0.0545
"828" 3 5.6189 -872.4536 0.0545
"829" 3 5.1873 -997.4887 0.0545
"830" 3 4.7715 112.7789 0.0545
"831" 3 4.9725 -560.1275 0.0545
"832" 3 4.6686 -126.2718 0.0545
"833" 3 4.4561 -285.275 0.0545
"834" 3 4.4322 -491.8188 0.0545
"835" 3 4.4071 372.1371 0.0545
"836" 3 3.8898 -1042.0555 0.0545
"837" 3 4.1453 159.8135 0.0545
"838" 3 2.9904 -1231.6209 0.0545
"839" 3 3.1829 -251.3267 0.0545
"840" 3 3.5156 -511.3246 0.0545
"841" 3 2.8914 -1014.2169 0.0545
"842" 3 2.607 -456.7333 0.0545
"843" 3 2.9438 -619.8845 0.0545
"844" 3 2.4945 -735.2278 0.0545
"845" 3 2.5912 -574.1435 0.0545
"846" 3 2.9449 -1251.7607 0.0545
"847" 3 2.5411 -743.6743 0.0545
"848" 3 2.7864 -292.7009 0.0545
"849" 3 3.1762 -325.9924 0.0545
"850" 3 2.8674 -213.6399 0.0545
"851" 3 3.3504 -816.2646 0.0545
"852" 3 2.8666 -784.4088 0.0545
"853" 3 2.9155 -894.6034 0.0545
"854" 3 3.2038 -746.9779 0.0545
"855" 3 3.4497 -742.5257 0.0545
"856" 3 3.4139 -494.2268 0.0545
"857" 3 3.3499 -748.6979 0.0545
"858" 3 3.4031 -813.6405 0.0545
"859" 3 4.06 -637.1955 0.0545
"860" 3 5.8776 -445.6883 0.0545
"861" 3 4.0383 -896.005 0.0545
"862" 3 4.0677 -684.9351 0.0545
"863" 3 4.3181 -549.9638 0.0545
"864" 3 4.0473 -553.3384 0.0545
"865" 3 4.0023 -492.2253 0.0545
"866" 3 3.9832 -93.5261 0.0545
"867" 3 4.5732 -933.4245 0.0545
"868" 3 4.9856 -456.3495 0.0545
"869" 3 4.3576 -707.5825 0.0545
"870" 3 4.6392 -254.8265 0.0545
"871" 3 5.6788 -441.8588 0.0545
"872" 3 4.8828 -354.9881 0.0545
"873" 3 5.9538 -243.2754 0.0545
"874" 3 3.6923 -314.4185 0.0545
"875" 3 4.558 -731.3016 0.0545
"876" 3 5.3235 170.7846 0.0545
"877" 3 5.2308 -633.7071 0.0545
"878" 3 5.5805 -880.7694 0.0545
"879" 3 4.4668 -249.7403 0.0545
"880" 3 5.0436 386.318 0.0545
"881" 3 5.029 175.5893 0.0545
"882" 3 5.0262 176.5843 0.0545
"883" 3 5.1585 266.224 0.0545
"884" 3 4.1383 182.1935 0.0545
"885" 3 4.2368 -813.6576 0.0545
"886" 3 5.0334 -597.0069 0.0545
"887" 4 5.0413 -588.2276 0.0528
"888" 4 3.931 -528.3988 0.0528
"889" 4 3.4719 -570.3274 0.0528
"890" 4 3.7382 414.3197 0.0528
"891" 4 3.3503 183.7551 0.0528
"892" 4 3.2737 -642.0793 0.0528
"893" 4 4.3915 258.1838 0.0528
"894" 4 4.2292 129.8465 0.0528
"895" 4 4.9198 238.1991 0.0528
"896" 4 2.7609 -153.0519 0.0528
"897" 4 2.8624 -154.6039 0.0528
"898" 4 2.0986 42.7743 0.0528
"899" 4 2.2712 34.5731 0.0528
"900" 4 2.0627 306.3686 0.0528
"901" 4 2.6968 57.4226 0.0528
"902" 4 3.71 255.3561 0.0528
"903" 4 3.958 212.0749 0.0528
"904" 4 2.1875 -309.4669 0.0528
"905" 4 2.103 147.8037 0.0528
"906" 4 1.6075 -493.7345 0.0528
"907" 4 1.3714 -178.8173 0.0528
"908" 4 0.8383 406.725 0.0528
"909" 4 0.4446 -1507.362 0.0528
"910" 4 0.3534 438.1715 0.0528
"911" 4 0.6861 -215.1389 0.0528
"912" 4 0.6648 -186.2098 0.0528
"913" 4 0.2598 -370.392 0.0528
"914" 4 0.2379 344.0372 0.0528
"915" 4 0.2128 409.4075 0.0528
"916" 4 0.0496 -247.7358 0.0528
"917" 4 0.3056 -740.8723 0.0528
"918" 4 0.358 403.2651 0.0528
"919" 4 0.5064 -993.0134 0.0528
"920" 4 0.6743 612.9964 0.0528
"921" 4 0.6798 304.6344 0.0528
"922" 4 0.6126 -632.6024 0.0528
"923" 4 0.7594 328.8507 0.0528
"924" 4 1.4297 120.1503 0.0528
"925" 4 1.434 573.793 0.0528
"926" 4 3.5294 -47.1255 0.0528
"927" 4 4.6439 1.5206 0.0528
"928" 4 4.7003 325.2741 0.0528
"929" 4 4.5223 497.2143 0.0528
"930" 4 4.1334 -566.3493 0.0528
"931" 4 4.6969 155.7885 0.0528
"932" 4 4.691 -264.0556 0.0528
"933" 4 4.745 500.4521 0.0528
"934" 4 4.8306 488.6657 0.0528
"935" 4 5.0125 -62.0358 0.0528
"936" 4 4.8563 360.3 0.0528
"937" 4 4.4995 578.4489 0.0528
"938" 4 5.0461 -164.2317 0.0528
"939" 4 5.2956 102.0878 0.0528
"940" 4 5.9602 186.7907 0.0528
"941" 4 3.6494 272.9117 0.0528
"942" 4 3.558 -586.3055 0.0528
"943" 4 3.496 168.7595 0.0528
"944" 4 2.9261 121.0815 0.0528
"945" 4 3.0938 -455.6702 0.0528
"946" 4 2.816 462.3365 0.0528
"947" 4 2.7256 -614.6594 0.0528
"948" 4 2.3748 146.9637 0.0528
"949" 4 2.7267 499.6263 0.0528
"950" 4 2.8235 171.778 0.0528
"951" 4 1.765 -28.0321 0.0528
"952" 4 3.6578 28.2998 0.0528
"953" 4 5.886 -438.4334 0.0528
"954" 4 2.4832 375.3782 0.0528
"955" 4 2.2799 -19.0535 0.0528
"956" 4 2.2588 381.6003 0.0528
"957" 4 1.8962 -228.9898 0.0528
"958" 4 1.7099 -122.8271 0.0528
"959" 4 1.2435 -432.8122 0.0528
"960" 4 1.0228 -99.0579 0.0528
"961" 4 0.7585 -610.0975 0.0528
"962" 4 0.4925 -202.8684 0.0528
"963" 4 0.6723 -457.5297 0.0528
"964" 4 0.3279 -720.3637 0.0528
"965" 4 0.4129 -1138.5476 0.0528
"966" 4 0.3518 1197.0978 0.0528
"967" 4 0.4318 -156.7424 0.0528
"968" 4 0.3589 -799.3742 0.0528
"969" 4 0.3448 -987.8222 0.0528
"970" 4 0.4619 112.1513 0.0528
"971" 4 0.5232 -225.809 0.0528
"972" 4 0.2822 -205.1038 0.0528
"973" 4 0.1827 -93.8325 0.0528
"974" 4 0.4375 -342.2431 0.0528
"975" 4 0.2368 -265.263 0.0528
"976" 4 0.1987 -173.4153 0.0528
"977" 4 0.4243 -169.2151 0.0528
"978" 4 0.6535 808.76 0.0528
"979" 4 0.6646 -44.7791 0.0528
"980" 4 0.8145 530.5602 0.0528
"981" 4 2.5914 -306.7445 0.0528
"982" 4 5.0679 -35.3705 0.0528
"983" 4 5.2663 -214.8371 0.0528
"984" 4 4.6996 40.4023 0.0528
"985" 4 4.1462 229.5736 0.0528
"986" 4 4.4892 -478.3345 0.0528
"987" 4 5.6174 -402.5219 0.0528
"988" 4 5.1092 -161.4866 0.0528
"989" 4 4.6178 -69.3115 0.0528
"990" 4 4.4108 -80.4941 0.0528
"991" 4 4.8181 -34.7582 0.0528
"992" 4 1.9698 -274.5292 0.0528
"993" 4 1.5379 210.9529 0.0528
"994" 4 0.9343 -601.3609 0.0528
"995" 4 1.0003 -16.8865 0.0528
"996" 4 0.6529 -145.6537 0.0528
"997" 4 0.5362 437.2346 0.0528
"998" 4 0.623 -833.1585 0.0528
"999" 4 0.511 -435.4804 0.0528
"1000" 4 1.1099 -129.8266 0.0528
"1001" 4 0.9069 -117.9946 0.0528
"1002" 4 0.8324 373.0346 0.0528
"1003" 4 0.8922 -146.545 0.0528
"1004" 4 1.0682 163.6992 0.0528
"1005" 4 1.6109 172.1083 0.0528
"1006" 4 1.267 -232.6547 0.0528
"1007" 4 1.4827 511.2703 0.0528
"1008" 4 1.4396 75.3798 0.0528
"1009" 4 2.3872 360.0637 0.0528
"1010" 4 3.3539 5.6326 0.0528
"1011" 4 5.1534 162.3153 0.0528
"1012" 4 5.1684 -67.4178 0.0528
"1013" 4 3.1246 151.3746 0.0528
"1014" 4 2.8186 23.6211 0.0528
"1015" 4 2.0205 -115.2865 0.0528
"1016" 4 1.8108 -322.4378 0.0528
"1017" 4 1.4633 304.4066 0.0528
"1018" 4 1.5431 106.8234 0.0528
"1019" 4 1.5185 691.8873 0.0528
"1020" 4 0.8289 -80.5596 0.0528
"1021" 4 1.8026 -580.4906 0.0528
"1022" 4 2.5966 -190.7603 0.0528
"1023" 4 4.0208 -354.5535 0.0528
"1024" 4 4.2486 -220.6377 0.0528
"1025" 4 4.8277 -213.8831 0.0528
"1026" 4 4.6908 41.3021 0.0528
"1027" 4 4.2337 381.344 0.0528
"1028" 5 5.5648 563.8459 0.1064
"1029" 5 4.855 -496.9012 0.1064
"1030" 5 3.964 -540.1473 0.1064
"1031" 5 3.2486 -525.5964 0.1064
"1032" 5 1.2756 -616.5865 0.1064
"1033" 5 0.796 -453.4113 0.1064
"1034" 5 1.1143 -423.3613 0.1064
"1035" 5 0.6723 -160.2542 0.1064
"1036" 5 0.8698 56.5179 0.1064
"1037" 5 0.5588 -603.4989 0.1064
"1038" 5 0.484 -1207.7782 0.1064
"1039" 5 0.3173 246.9793 0.1064
"1040" 5 0.3646 -1200.2453 0.1064
"1041" 5 0.2543 -464.8731 0.1064
"1042" 5 0.7295 -626.3954 0.1064
"1043" 5 0.4681 -45.1753 0.1064
"1044" 5 0.1689 -606.6692 0.1064
"1045" 5 0.0701 -716.1391 0.1064
"1046" 5 0.2475 -515.6791 0.1064
"1047" 5 0.2119 -794.6377 0.1064
"1048" 5 0.1185 51.6405 0.1064
"1049" 5 0.709 -296.6851 0.1064
"1050" 5 0.2933 -232.8999 0.1064
"1051" 5 0.2307 -254.2249 0.1064
"1052" 5 0.3798 -131.9925 0.1064
"1053" 5 0.6729 25.7634 0.1064
"1054" 5 0.733 -1092.1303 0.1064
"1055" 5 0.7514 69.3616 0.1064
"1056" 5 0.6944 -1.3873 0.1064
"1057" 5 1.1361 -69.7518 0.1064
"1058" 5 1.0177 18.6912 0.1064
"1059" 5 2.2272 252.6966 0.1064
"1060" 5 2.668 -804.7447 0.1064
"1061" 5 2.5173 100.0078 0.1064
"1062" 5 2.597 204.1668 0.1064
"1063" 5 2.6669 273.5609 0.1064
"1064" 5 3.2755 -203.2292 0.1064
"1065" 5 2.9607 -564.2631 0.1064
"1066" 5 3.7775 683.5853 0.1064
"1067" 5 3.155 -629.1593 0.1064
"1068" 5 3.0073 -256.6365 0.1064
"1069" 5 2.5533 -949.142 0.1064
"1070" 5 3.4399 -368.518 0.1064
"1071" 5 2.8756 307.9193 0.1064
"1072" 5 2.8694 591.403 0.1064
"1073" 5 2.7881 -737.2202 0.1064
"1074" 5 3.7793 424.624 0.1064
"1075" 5 2.8192 -216.2898 0.1064
"1076" 5 3.0489 -120.7475 0.1064
"1077" 5 5.5929 -47.614 0.1064
"1078" 5 5.4368 -32.169 0.1064
"1079" 5 4.9903 -413.1188 0.1064
"1080" 5 4.8414 -551.2026 0.1064
"1081" 5 5.5565 1010.8841 0.1064
"1082" 5 3.0331 -725.5145 0.1064
"1083" 5 1.2328 -0.439 0.1064
"1084" 5 1.8714 72.0984 0.1064
"1085" 5 0.8527 -428.6722 0.1064
"1086" 5 0.7865 -487.3903 0.1064
"1087" 5 0.7982 -352.9375 0.1064
"1088" 5 2.341 -799.1357 0.1064
"1089" 5 2.6267 -199.8422 0.1064
"1090" 5 4.5763 1052.2605 0.1064
"1091" 5 3.5166 914.9895 0.1064
"1092" 5 3.4598 720.9785 0.1064
"1093" 5 3.2471 -545.8375 0.1064
"1094" 5 3.2683 1061.121 0.1064
"1095" 5 2.2179 -594.259 0.1064
"1096" 5 1.2809 291.3634 0.1064
"1097" 5 2.0466 -640.6753 0.1064
"1098" 5 2.2508 -53.6565 0.1064
"1099" 5 2.1461 761.5149 0.1064
"1100" 5 1.5547 702.0923 0.1064
"1101" 5 1.2521 -11.6298 0.1064
"1102" 5 2.3761 -703.8373 0.1064
"1103" 5 4.9623 258.2785 0.1064
"1104" 5 4.661 124.9908 0.1064
"1105" 5 3.8728 701.1981 0.1064
"1106" 5 4.1063 85.1047 0.1064
"1107" 5 4.6981 289.7647 0.1064
"1108" 5 4.9996 -914.7836 0.1064
"1109" 5 5.1839 37.9297 0.1064
"1110" 5 5.1158 65.8391 0.1064
"1111" 5 5.3093 124.7198 0.1064
"1112" 5 5.5185 -884.0562 0.1064
